iter	Logloss
117	0.4052274789
118	0.4036954482
119	0.4021310934
120	0.4009111856
121	0.4003821714
122	0.3985345703
123	0.3968951293
124	0.3952979001
125	0.3943732811
126	0.3933250862
127	0.3922338282
128	0.3911459728
129	0.3897139138
130	0.388341044
131	0.3881740175
132	0.3868788736
133	0.3855447278
134	0.3838189478
135	0.3826231228
136	0.3811862574
137	0.3798809642
138	0.3788582498
139	0.3774714713
140	0.3762600379
141	0.3751366034
142	0.3740776614
143	0.3725022437
144	0.3708949645
145	0.3692640529
146	0.3681636671
147	0.3670922411
148	0.3662465069
149	0.36469642
150	0.363369296
151	0.3622645289
152	0.3614202695
153	0.3605716413
154	0.3602239516
155	0.3588837233
156	0.3580863188
157	0.3570821327
158	0.3568299591
159	0.3557524314
160	0.3545411339
161	0.3532566271
162	0.3523264725
163	0.3513860243
164	0.3505401072
165	0.3496175226
166	0.3487381852
167	0.3475925934
168	0.3469344708
169	0.345584103
170	0.3444664512
171	0.3434707149
172	0.3425230242
173	0.3410389428
174	0.3398359778
175	0.3392411704
176	0.3380843989
177	0.337466753
178	0.3365284316
179	0.3357127658
180	0.3349537866
181	0.3341638025
182	0.3329806478
183	0.3321376578
184	0.3308483638
185	0.3298636962
186	0.3288659754
187	0.3281845877
188	0.326976917
189	0.3261993306
190	0.324886949
191	0.3235765299
192	0.3229813109
193	0.3223039133
194	0.3212446614
195	0.3211451045
196	0.3202180972
197	0.3194976278
198	0.3186301312
199	0.3182885134
200	0.3172834256
201	0.3165425417
202	0.3157918744
203	0.3147265988
204	0.31359309
205	0.3127718776
206	0.3120816672
207	0.3114998688
208	0.3106182248
209	0.3098037047
210	0.3090631661
211	0.3084248115
212	0.3075434591
213	0.3066518769
214	0.3060011222
215	0.3054688874
216	0.3047227058
217	0.3041960134
218	0.3033816155
219	0.3024716016
220	0.3016715707
221	0.3007562459
222	0.30021225
223	0.2999259901
224	0.2991240934
225	0.2982341841
226	0.2973855875
227	0.296527348
228	0.2960306043
229	0.2951803542
230	0.2945027542
231	0.2937257079
232	0.2929260416
233	0.2918825863
234	0.2912061175
235	0.2908651847
236	0.2902630326
237	0.2895035414
238	0.2885887841
239	0.2880203907
240	0.2872945822
241	0.286557864
242	0.2859837691
243	0.2853973756
244	0.2847671683
245	0.2840197667
246	0.2833212581
247	0.2826882881
248	0.2819513361
249	0.2814005307
250	0.2806107819
251	0.280277136
252	0.2795572799
253	0.2790111775
254	0.2782796061
255	0.2778304413
256	0.2770312041
257	0.2766929136
258	0.2761582176
259	0.2755418994
260	0.275125967
261	0.2745061677
262	0.274036093
263	0.2736878031
264	0.2732001508
265	0.272540696
266	0.2718559165
267	0.2712843141
268	0.2709037576
269	0.2703794861
270	0.2700278305
271	0.2693477508
272	0.2687419828
273	0.2683213534
274	0.2676778255
275	0.2672861816
276	0.2670788981
277	0.2665156815
278	0.2657760384
279	0.2653110263
280	0.2647914398
281	0.2644559998
282	0.2638891347
283	0.2629826896
284	0.2623271647
285	0.2617496377
286	0.2611874524
287	0.2609658829
288	0.2604444114
289	0.2600743925
290	0.2598099167
291	0.2593020634
292	0.258872719
293	0.2584657559
294	0.2578793406
295	0.2571407003
296	0.2564950252
297	0.2559518479
298	0.255358417
299	0.2551506911
300	0.2545432763
301	0.2539551019
302	0.2533590378
303	0.2528497081
304	0.2525720493
305	0.2520541384
306	0.2513526279
307	0.2508859607
308	0.2505495712
309	0.2502406984
310	0.2496557811
311	0.2489660628
312	0.2485331292
313	0.2482595929
314	0.2478449811
315	0.2474150942
316	0.2468985184
317	0.2463806461
318	0.2458876816
319	0.2454127427
320	0.2452714944
321	0.2446843122
322	0.244340544
323	0.243974798
324	0.2433965529
325	0.2429738882
326	0.2423421798
327	0.2419934915
328	0.2414816301
329	0.2411948098
330	0.2407366682
331	0.240246354
332	0.2397938671
333	0.2393319148
334	0.2386714049
335	0.2379406332
336	0.2375155265
337	0.2369062479
338	0.2368078546
339	0.2362879421
340	0.2360528486
341	0.2356263152
342	0.2350776752
343	0.2346382496
344	0.2342553459
345	0.2337241892
346	0.233395195
347	0.2330455529
348	0.2326964
349	0.2320824506
350	0.2316487511
351	0.2312614434
352	0.2308012943
353	0.2301996747
354	0.2298692792
355	0.2293370958
356	0.2288296054
357	0.2286953668
358	0.2284120145
359	0.2279426546
360	0.2275523849
361	0.2271774858
362	0.2268963078
363	0.2263513616
364	0.225999071
365	0.2255836038
366	0.2251615439
367	0.2247648276
368	0.2243092989
369	0.2239871663
370	0.2237357971
371	0.2234756299
372	0.2230069519
373	0.2226835157
374	0.2223256998
375	0.2220476617
376	0.2217147769
377	0.2212525465
378	0.2207167405
379	0.2203714899
380	0.2201072532
381	0.219759333
382	0.2192025619
383	0.2187927387
384	0.2184181635
385	0.218108486
386	0.2175725658
387	0.217197061
388	0.2168607456
389	0.2166639443
390	0.2164311891
391	0.2161261522
392	0.215816494
393	0.2155222582
394	0.2152507799
395	0.2149331838
396	0.2146075344
397	0.2143528084
398	0.2140920182
399	0.2138016774
400	0.2132502111
401	0.212918245
402	0.2126674185
403	0.2122017676
404	0.2117429048
405	0.2114899408
406	0.2112422013
407	0.210820762
408	0.2103953693
409	0.209921743
410	0.2097653262
411	0.209267238
412	0.2090424111
413	0.2087566291
414	0.2083134133
415	0.2081008697
416	0.2077103305
417	0.2072186933
418	0.2068230134
419	0.2066295543
420	0.2063898379
421	0.2062890994
422	0.2060512394
423	0.2055460472
424	0.2053240325
425	0.2049487026
426	0.2046136263
427	0.2043101098
428	0.20395004
429	0.2035530913
430	0.2032837945
431	0.2030587276
432	0.2026767515
433	0.2021885473
434	0.201837817
435	0.2016551883
436	0.2014487566
437	0.2010763631
438	0.2008290947
439	0.200555422
440	0.2003314357
441	0.200095429
442	0.1997816166
443	0.199550972
444	0.1990987949
445	0.1988055375
446	0.1984070219
447	0.1981293621
448	0.1978530162
449	0.1975770527
450	0.1972459228
451	0.1970707645
452	0.1967926537
453	0.1964866384
454	0.1962730377
455	0.1958668962
456	0.1955182298
457	0.1952295196
458	0.1948620175
459	0.1945935048
460	0.1942809759
461	0.1939657346
462	0.1936841983
463	0.1933035346
464	0.1928806316
465	0.1925288394
466	0.1921706294
467	0.1921080424
468	0.1918688313
469	0.1915042132
470	0.1911443958
471	0.1909600068
472	0.1906623236
473	0.1904487991
474	0.1900717857
475	0.1897612762
476	0.1893290852
477	0.1888298536
478	0.1888008542
479	0.188480843
480	0.1881896074
481	0.1878513989
482	0.1877189097
483	0.1874429351
484	0.187139625
485	0.1869895409
486	0.186750751
487	0.1864578635
488	0.1860128612
489	0.185715105
490	0.1853515335
491	0.1850604976
492	0.1848742199
493	0.1846049297
494	0.1844428923
495	0.1842240308
496	0.183901908
497	0.1835487421
498	0.1832388802
499	0.1830180184
500	0.1827645771
501	0.1824377064
502	0.1824056844
503	0.1821534901
504	0.1819595222
505	0.1815846323
506	0.1813572927
507	0.1810723705
508	0.180872503
509	0.1806497966
510	0.1804714341
511	0.1802341526
512	0.1797923104
513	0.1795633699
514	0.1794150341
515	0.1792752611
516	0.178966683
517	0.1788990292
518	0.1785339561
519	0.1783462617
520	0.1781203726
521	0.1777529684
522	0.1776549805
523	0.1775352375
524	0.1772237329
525	0.1770693819
526	0.1768285075
527	0.1767507207
528	0.1764937323
529	0.1761759511
530	0.1759055504
531	0.1757030281
532	0.1754928231
533	0.1752302834
534	0.1750067046
535	0.1747560849
536	0.1744958353
537	0.1743757185
538	0.1741701639
539	0.1738942721
540	0.1736456209
541	0.1733428596
542	0.1729970742
543	0.17274669
544	0.1726292955
545	0.1724731581
546	0.1720789332
547	0.1717443208
548	0.1716592232
549	0.171321948
550	0.1711198057
551	0.1708025811
552	0.1706473271
553	0.1703017793
554	0.1701371482
555	0.1698380107
556	0.1695590821
557	0.1693650491
558	0.1691086484
559	0.1690419961
560	0.1687531156
561	0.1685155299
562	0.1683065015
563	0.1680434127
564	0.1677312987
565	0.1675182871
566	0.1673914114
567	0.1672215173
568	0.1670394274
569	0.1667682916
570	0.1665837794
571	0.1663265895
572	0.1660959116
573	0.1658324858
574	0.1656472117
575	0.165275952
576	0.1651160492
577	0.1650191535
578	0.1646141151
579	0.1643534713
580	0.1639483623
581	0.1637347978
582	0.1634644126
583	0.1632538615
584	0.1631007777
585	0.1629743413
586	0.1628168728
587	0.1624662691
588	0.1621420059
589	0.1619607992
590	0.1616661103
591	0.1613545974
592	0.1609884916
593	0.1609042616
594	0.1607458894
595	0.1604952227
596	0.1602411131
597	0.1601015497
598	0.1598659206
599	0.1597160576
600	0.1594856982
601	0.159268711
602	0.1589682041
603	0.1586984256
604	0.158488187
605	0.1583033927
606	0.1580753413
607	0.1579497641
608	0.1576391914
609	0.1574632441
610	0.1572405251
611	0.1570740992
612	0.1567845318
613	0.1566175498
614	0.1565474922
615	0.1562610514
616	0.1561149128
617	0.1557843621
618	0.1555165607
619	0.1553654902
620	0.1551353306
621	0.1549126408
622	0.1545794939
623	0.1544316508
624	0.1541865023
625	0.1540690636
626	0.1539123087
627	0.1537545448
628	0.1536256018
629	0.1534178277
630	0.153297473
631	0.1531223009
632	0.1528766182
633	0.1526739488
634	0.1523864227
635	0.1521656631
636	0.1519210112
637	0.151741215
638	0.1515335246
639	0.1513724813
640	0.1511391378
641	0.1510955372
642	0.1509843319
643	0.1507750869
644	0.1505831769
645	0.1504888973
646	0.1502514389
647	0.1500353302
648	0.1499630594
649	0.1497452568
650	0.1494861731
651	0.149318115
652	0.1491418056
653	0.1488381818
654	0.1486808121
655	0.1485468384
656	0.1483310946
657	0.1482192352
658	0.1481591792
659	0.1479809274
660	0.1477465855
661	0.1475014976
662	0.1472473098
663	0.1471481358
664	0.1468726581
665	0.1467347031
666	0.146448457
667	0.1463253632
668	0.1461256253
669	0.1458997164
670	0.1457231111
671	0.1455223379
672	0.1453842295
673	0.1452487069
674	0.145136167
675	0.1449141511
676	0.1446102958
677	0.1445251714
678	0.1441763355
679	0.1439416755
680	0.143764651
681	0.1436558737
682	0.1434237143
683	0.1431439463
684	0.1430641676
685	0.1429295297
686	0.1427282545
687	0.142555401
688	0.1423126797
689	0.142154035
690	0.142043602
691	0.1418026186
692	0.1416584451
693	0.1415663773
694	0.1414240247
695	0.1412749264
696	0.1410632858
697	0.1409310016
698	0.1408144845
699	0.1406770889
700	0.1405354893
701	0.1404458829
702	0.140283264
703	0.1400904609
704	0.139862209
705	0.139657205
706	0.1395566137
707	0.1394737645
708	0.1394032747
709	0.139208093
710	0.1390391219
711	0.1388530278
712	0.1386529828
713	0.1385270008
714	0.1384230873
715	0.1382768413
716	0.1381008109
717	0.1377714253
718	0.1376397377
719	0.1374526618
720	0.1372217247
721	0.1369281359
722	0.1367126598
723	0.1365221678
724	0.1363155186
725	0.1362190668
726	0.1359838347
727	0.1356883115
728	0.1354912695
729	0.1352858284
730	0.1351731605
731	0.1348987361
732	0.1347243545
733	0.1346096455
734	0.1344459663
735	0.1342755632
736	0.1341602671
737	0.1339362198
738	0.1338187436
739	0.1336394475
740	0.1334661754
741	0.1333601513
742	0.1332660383
743	0.1331415734
744	0.1329599425
745	0.1326839352
746	0.1325428361
747	0.1323660201
748	0.1321349443
749	0.1320541512
750	0.1317643349
751	0.1315660057
752	0.1314603912
753	0.1314035187
754	0.1312238741
755	0.1311223334
756	0.1309681228
757	0.130807927
758	0.1306399685
759	0.1304897576
760	0.1302799643
761	0.1300415033
762	0.1298801195
763	0.1297954128
764	0.1296346564
765	0.1294982664
766	0.1292978723
767	0.1291655859
768	0.1289862438
769	0.1287938543
770	0.1286913029
771	0.1285533018
772	0.1284539734
773	0.1283579788
774	0.1282909213
775	0.1280309746
776	0.1279313766
777	0.1278130345
778	0.1277334746
779	0.1274933146
780	0.1272735181
781	0.1270654036
782	0.126843717
783	0.1266011422
784	0.1263628219
785	0.1262343949
786	0.1260666426
787	0.125980526
788	0.1258739655
789	0.12577779
790	0.125635788
791	0.1254782387
792	0.1253134098
793	0.1250536924
794	0.1248775568
795	0.1248071806
796	0.1246762013
797	0.1245454096
798	0.1243911098
799	0.1242943113
800	0.1242178066
801	0.1240259329
802	0.1239285695
803	0.1237548672
804	0.1236938393
805	0.1235494369
806	0.1234432208
807	0.1233000852
808	0.1231873427
809	0.1229463765
810	0.1228065793
811	0.122603653
812	0.1224907431
813	0.1223756275
814	0.1220903086
815	0.1219192684
816	0.1217653879
817	0.1216028834
818	0.1214384908
819	0.1212774309
820	0.1211300953
821	0.1209001767
822	0.1207454001
823	0.1206046805
824	0.1204950785
825	0.1203688468
826	0.1202410134
827	0.1200675804
828	0.1199676374
829	0.1198477257
830	0.1196567225
831	0.1195826734
832	0.1193956994
833	0.1192100526
834	0.1190624526
835	0.1189078954
836	0.1188313966
837	0.1186406899
838	0.1183676278
839	0.1182112465
840	0.1180938893
841	0.1179865062
842	0.1178300524
843	0.1176897698
844	0.117521319
845	0.1173932019
846	0.1173108658
847	0.1171950941
848	0.1170764379
849	0.1169300432
850	0.1167657293
851	0.1166135844
852	0.1163840835
853	0.1161843195
854	0.1160277671
855	0.1158199108
856	0.1156915538
857	0.1154964117
858	0.1153902151
859	0.1152240541
860	0.1150099006
861	0.1148667894
862	0.1148199369
863	0.1147312286
864	0.1145772972
865	0.1144187387
866	0.1142669716
867	0.1141223047
868	0.1139489801
869	0.1138139275
870	0.1137327208
871	0.1136197896
872	0.1134799442
873	0.1133118486
874	0.1132056482
875	0.1130312598
876	0.1128969208
877	0.1128377999
878	0.1127021408
879	0.1125900678
880	0.1124514566
881	0.1124180239
882	0.112306519
883	0.1121642216
884	0.1120117681
885	0.1118535794
886	0.111756508
887	0.1116402225
888	0.1114505877
889	0.1113015014
890	0.1111194829
891	0.1109885222
892	0.1108371988
893	0.1107291297
894	0.1106138992
895	0.1104725737
896	0.1103415322
897	0.1102529966
898	0.1101050571
899	0.1100114066
900	0.1098389085
901	0.1097898275
902	0.109662089
903	0.1095323653
904	0.1093169456
905	0.1091003165
906	0.1089564172
907	0.1087393418
908	0.1085826033
909	0.1084925013
910	0.1083592497
911	0.1081147434
912	0.1080608408
913	0.1079601656
914	0.1077600897
915	0.1075932522
916	0.1074321125
917	0.107297492
918	0.107235332
919	0.1071374684
920	0.1069111116
921	0.1067746879
922	0.1066500319
923	0.1065557742
924	0.1065125605
925	0.1063793387
926	0.1062785094
927	0.1060179788
928	0.1059157112
929	0.1057121324
930	0.1055776727
931	0.1054138251
932	0.105326044
933	0.105225143
934	0.1051015592
935	0.1049661893
936	0.104833166
937	0.1046538964
938	0.1045355257
939	0.1044679823
940	0.1043900068
941	0.1042736439
942	0.1042242929
943	0.1040537255
944	0.1039578518
945	0.1038636873
946	0.1037816218
947	0.1036848007
948	0.1035456821
949	0.1034014689
950	0.1031491622
951	0.103002966
952	0.1028414323
953	0.1027222992
954	0.1025963409
955	0.102512504
956	0.1023859695
957	0.1021854406
958	0.1020715686
959	0.1019734262
960	0.1018949717
961	0.1017533637
962	0.1016758847
963	0.1015549953
964	0.1013810117
965	0.1013086013
966	0.1011986705
967	0.1010877609
968	0.101038169
969	0.1009530599
970	0.1008083331
971	0.1007165093
972	0.1006187098
973	0.1005311721
974	0.1004009383
975	0.1002612008
976	0.1001735038
977	0.09997758643
978	0.09976147798
979	0.09965236364
980	0.09950159628
981	0.09935987944
982	0.09926369596
983	0.09917211707
984	0.09904235631
985	0.09889439467
986	0.09876711424
987	0.09869766646
988	0.09859408241
989	0.09851198187
990	0.09830911543
991	0.09820281826
992	0.09812876773
993	0.09794966877
994	0.09785810543
995	0.09775844174
996	0.09764804031
997	0.0975328158
998	0.0974306458
999	0.09729894983
